,season,round,home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form,home_win_0_proba,home_win_1_proba
10,1999,7,amadora,ave,1,0,0,0.7029703634000001,-2.21995734,0.768341356,2.2704994855000002,-1.549429339,-1.343720676,0.6166028946000001,1.1267986537,2.0102246175,-1.509673255,0.2449555014,2.1369726851,1.4238925356,0.8081113531999999,0.6540462738,-0.015188598000000001,-1.074266747,0.5198154485,0.8039696792000001,0.20624113489999998,0.3688733225,-0.49463060799999997,-1.2036699990000002,1.1561489483,-0.09690046199999999,1.1192838175,-1.059109155,0.3294377057,-1.202803123,-0.9457009129999999,-0.600734164,-1.002397092,0.36426458293505315,0.6357354170649469
11,1999,7,sporting,beiramar,0,1,0,1.6043293368,0.5134792953,-2.019171172,2.2704994855000002,-1.549429339,-1.343720676,1.6995836969,-1.300868138,2.0102246175,-1.509673255,1.8135437406000001,2.1369726851,1.4238925356,2.014578857,1.8182574802,1.9167553543,-1.074266747,-0.802869319,1.7554505798,-1.2949649909999998,-1.543657216,2.2920542087,-1.2036699990000002,1.1561489483,-1.478589705,1.1192838175,-1.35942712,-1.765957288,-1.202803123,-1.352964541,-0.8931578990000001,-1.489940795,0.14195777019380418,0.8580422298061958
12,1999,7,fcporto,boavistapor,0,0,1,2.452667194,-2.21995734,-1.071416913,2.2704994855000002,-1.549429339,-1.343720676,2.7825644993000003,-1.7135714930000001,2.0102246175,-2.221120815,2.1348208499,2.1369726851,1.4238925356,2.014578857,1.5272046786000002,1.9167553543,0.6490058733,1.9251680141999998,-1.9945035580000001,-1.2949649909999998,4.2518898701,-1.86717686,-0.86443612,-2.514450248,-1.478589705,-1.854675574,1.1369659665,-0.19047233,1.0784813920999998,1.0906172269,0.5689607739,1.3779633398,0.15463938420600398,0.845360615793996
13,1999,7,coimbra,farense,1,0,0,-1.046726467,0.5134792953,0.768341356,-1.951491914,2.3237001579,0.3010820477,-0.098164435,1.5152253404,-0.12336142800000001,3.5351367142,-1.0212542820000001,-1.564437597,1.4238925356,0.0037996839,-0.510164933,-0.966743082,-0.238740628,-0.802869319,0.8039696792000001,-1.2949649909999998,0.3688733225,0.9195079559,-0.504000123,1.1561489483,-0.09690046199999999,1.7069524397,-0.42093347799999997,-1.246047252,1.0784813920999998,1.0906172269,-0.015886695,-0.54353243,0.5483370384538633,0.45166296154613667
14,1999,7,setubal,guimaraes,1,0,0,-1.046726467,1.9216133193,-0.17941290399999998,-1.951491914,2.3237001579,0.3010820477,-0.834591381,1.1267986537,-0.648796797,0.6462284411,-0.699977173,-1.564437597,1.4238925356,0.4059555186,-0.510164933,-0.5053833320000001,-1.074266747,-0.802869319,1.7554505798,-1.2949649909999998,-1.543657216,2.2920542087,-0.14356412699999999,1.1561489483,-0.77743397,1.7069524397,-1.35942712,-1.765957288,-1.202803123,-0.538437285,-0.8931578990000001,-1.489940795,0.5446343131724871,0.45536568682751283
15,1999,7,braga,leiria,0,0,1,-0.19838861,0.5134792953,-0.17941290399999998,-0.5582347520000001,2.3237001579,-1.343720676,-0.46637790799999995,0.3013919445,-0.648796797,-0.776666678,-0.076321608,0.024150506600000003,-0.930634868,-1.20266782,-0.510164933,-0.015188598000000001,1.5367523746,-0.802869319,-1.043022657,0.20624113489999998,0.3688733225,-0.49463060799999997,-0.504000123,-2.514450248,-0.09690046199999999,-1.854675574,1.4560538046,0.3294377057,1.0784813920999998,0.6833535989,0.8613845084,1.3779633398,0.6743554522102118,0.3256445477897883
16,1999,7,chaves,madeira,0,1,0,0.7029703634000001,-0.8118233159999999,-0.17941290399999998,2.2704994855000002,-1.549429339,-1.343720676,0.6166028946000001,-0.49973809700000005,0.9434315948,-1.509673255,0.5662326106000001,2.1369726851,-0.930634868,0.0037996839,0.0719406705,0.4750061361,-1.962013248,0.5198154485,1.7554505798,-1.2949649909999998,0.3688733225,0.9195079559,-1.2036699990000002,0.7401477059999999,-0.77743397,0.5316151953,-1.997602796,-1.246047252,-1.202803123,-1.7602281690000001,-1.478005368,-1.9774844969999998,0.3674836897458882,0.6325163102541118
17,1999,7,campomaioren,salgueiros,0,1,0,-1.046726467,0.5134792953,0.768341356,-1.951491914,2.3237001579,0.3010820477,0.2483894218,1.5152253404,-0.648796797,2.0906825777,-1.0212542820000001,-1.564437597,-0.930634868,-1.604823654,-0.8012177340000001,-0.966743082,-0.238740628,1.9251680141999998,-1.043022657,-1.2949649909999998,2.3393593317,-0.49463060799999997,0.9165417456,0.3241464637,-0.09690046199999999,-0.073861567,0.198472325,-0.7103823659999999,-1.202803123,-0.9457009129999999,-0.30831043,0.4315549754,0.7134679079611798,0.28653209203882024
18,1999,8,beiramar,amadora,0,1,0,-1.205789815,0.1821536425,1.15859311,-0.5582347520000001,0.3582314579,0.3010820477,-1.3977413980000002,0.5441586237,-0.648796797,0.6462284411,-1.248038124,-0.515969449,-0.1457924,-1.20266782,-1.383323337,-1.2550929259999999,1.0145485503,-2.208221885,0.41218342609999997,-1.2949649909999998,-1.543657216,2.2920542087,0.4076909268,0.5688530768,-1.478589705,2.9000978241000004,0.5926396544,-1.765957288,1.0784813920999998,0.6833535989,0.5689607739,0.3455178514,0.6853707453572156,0.31462925464278435
19,1999,8,boavistapor,benfica,1,0,0,1.074118176,1.3417934270999998,-2.019171172,2.2704994855000002,-1.549429339,-1.343720676,-0.46637790799999995,-2.587531538,-0.12336142800000001,-2.221120815,1.4544693244,2.1369726851,1.4238925356,1.2102671878,1.236151877,1.6284055107,1.7456339044,-1.050872713,-1.210931051,1.7529383558000002,-1.543657216,-0.49463060799999997,1.6162116213,-1.5356237959999999,0.5836330464,-1.854675574,1.6812922785,1.3850126272,-0.442374951,1.0906172269,0.8613845084,1.5787166291999999,0.7358650028187498,0.2641349971812502
20,1999,8,salgueiros,braga,0,1,0,-0.410473074,2.5014332115999998,-1.238667664,0.8772423237,0.3582314579,-1.343720676,0.46498558219999997,-0.159864746,1.4688669641999998,0.6462284411,0.112664927,1.0726186553000001,-0.1457924,-0.800511985,-0.21911213100000002,0.38850118299999997,-0.447622158,0.1891442565,0.41218342609999997,0.20624113489999998,-1.543657216,0.9195079559,-0.207170479,1.2540315935,-0.09690046199999999,1.1192838175,-0.477243097,-0.19047233,-1.202803123,-1.352964541,-1.478005368,-0.457495306,0.416981822597985,0.583018177402015
21,1999,8,ave,campomaioren,1,0,0,-1.205789815,0.1821536425,1.15859311,-1.951491914,0.3582314579,1.9957272777000001,-1.3977413980000002,0.8840319745,-1.71558982,0.6462284411,-1.248038124,-2.1045575530000002,-0.930634868,-1.20266782,-0.510164933,-1.2550929259999999,-1.2309278940000001,1.3464934283,0.41218342609999997,0.20624113489999998,-1.543657216,0.9195079559,-0.207170479,0.9114423352,1.2847887820000001,0.5316151953,-1.002799536,-0.19047233,-0.442374951,-1.352964541,-1.478005368,-0.8876809259999999,0.6297380826297875,0.3702619173702125
22,1999,8,guimaraes,chaves,1,0,0,-1.205789815,-1.060317555,1.9390966179,-0.5582347520000001,0.3582314579,0.3010820477,-0.46637790799999995,0.8840319745,0.4179962254,-0.065219119,-1.512619273,-0.515969449,-0.930634868,-1.604823654,-1.092270536,-1.6587827069999999,0.2834631962,0.1891442565,-0.37138908,-1.2949649909999998,0.3688733225,0.9195079559,0.4076909268,-0.48338536,-0.09690046199999999,0.5316151953,0.3298614348,-1.246047252,-0.442374951,-0.131173657,0.2765370393,0.3455178514,0.6627440145118835,0.3372559854881166
23,1999,8,madeira,coimbra,1,0,0,-1.948085441,1.3417934270999998,1.15859311,-1.951491914,0.3582314579,1.9957272777000001,-1.094506773,0.5441586237,-1.174232167,0.6462284411,-1.777200422,-2.1045575530000002,-0.1457924,-1.20266782,-1.383323337,-1.6587827069999999,-0.447622158,0.1891442565,0.41218342609999997,0.20624113489999998,-1.543657216,0.9195079559,0.1108612826,1.2540315935,-0.09690046199999999,-0.6615301889999999,-0.477243097,-0.19047233,1.0784813920999998,1.0906172269,0.2765370393,-0.457495306,0.5588289320453517,0.4411710679546483
24,1999,8,leiria,fcporto,0,1,0,1.8164138011000002,-1.060317555,-1.238667664,2.2704994855000002,-1.549429339,-1.343720676,0.46498558219999997,-1.883508168,-0.648796797,-2.221120815,1.7379491266999998,2.1369726851,1.4238925356,2.014578857,1.5272046786000002,1.6284055107,1.7456339044,-2.208221885,-0.37138908,1.7529383558000002,-1.543657216,-0.49463060799999997,1.9130412656,-1.193034538,2.6458557982,-0.6615301889999999,1.3997441861000002,1.3850126272,-1.202803123,0.6833535989,1.4462319775999999,1.1772100504,0.8140546523925731,0.18594534760742693
25,1999,8,alverca,setubal,1,0,0,-1.948085441,3.6610729961,-0.402413906,-1.951491914,2.3237001579,0.3010820477,-0.769612532,0.8840319745,-1.174232167,2.0906825777,-1.248038124,-1.564437597,-0.1457924,-0.800511985,-1.092270536,-0.851403145,-0.447622158,1.3464934283,-0.37138908,0.20624113489999998,0.3688733225,-0.49463060799999997,-0.8008297679999999,0.5688530768,-0.77743397,1.1192838175,-0.19569500399999998,0.3294377057,1.0784813920999998,1.0906172269,0.2765370393,-0.055988727,0.6340822538591093,0.3659177461408906
26,1999,8,farense,sporting,0,0,1,-0.410473074,-1.060317555,1.15859311,0.8772423237,-1.549429339,0.3010820477,-0.46637790799999995,1.2239053254,-0.648796797,-0.065219119,-0.699977173,0.548384581,-0.930634868,0.0037996839,0.0719406705,-0.851403145,1.0145485503,1.3464934283,-1.9945035580000001,0.20624113489999998,2.3393593317,-1.86717686,1.0013502153,-1.5356237959999999,0.5836330464,-0.6615301889999999,1.3997441861000002,0.8651025913,-0.442374951,1.0906172269,1.153808243,1.5787166291999999,0.8472288879214837,0.15277111207851637
27,1999,9,chaves,alverca,0,1,0,0.0667169704,-0.14917201,0.0993383493,1.2150016356,-0.10423176599999999,-1.343720676,0.35668750200000005,1.0296919820000001,0.5453744967999999,-1.143169967,0.0181716596,1.342678633,-0.930634868,-1.20266782,-0.510164933,-0.015188598000000001,-1.283148277,2.9998493880000003,-0.5952669389999999,-1.2949649909999998,2.8030030986,-0.8273690929999999,-0.7584255329999999,0.44649977020000003,-0.09690046199999999,-0.216326687,-0.7400213170000001,-0.58434357,1.0784813920999998,-0.131173657,-0.30831043,-0.428816265,0.31530672261130377,0.6846932773886962
28,1999,9,ave,beiramar,0,1,0,-0.622557539,-0.14917201,0.768341356,-0.895994064,-0.10423176599999999,1.1484046627,-0.7262933000000001,0.7140952990999999,-0.648796797,0.47375630539999997,-0.699977173,-1.040203523,1.4238925356,-0.398356151,-0.510164933,-0.736063207,-1.283148277,0.9331544384,0.8039696792000001,-1.2949649909999998,-0.09477044400000001,1.2522464414,-1.5641059959999999,0.1283811732,-1.643567526,0.22887681420000003,-1.209268137,-1.3720860480000001,-0.442374951,-0.9457009129999999,-1.185581633,-1.145792298,0.47089768294367584,0.5291023170563242
29,1999,9,setubal,boavistapor,0,0,1,-0.622557539,0.9276363612,0.0993383493,-0.895994064,1.3409658079,-0.09765800599999999,-1.007868309,0.4227752841,-0.648796797,-0.065219119,-0.45429467799999995,-0.643056497,-0.930634868,0.8081113531999999,0.3629934722,-0.390043395,1.3278708448999998,0.9331544384,-1.9945035580000001,-0.157687623,2.8030030986,-1.86717686,-0.22837259699999998,-2.318684958,-0.61245615,-1.997140694,1.6062127872,0.5972701485,1.0784813920999998,1.9051444829,1.7386557121000001,1.7507908772,0.6793518094070892,0.3206481905929108
30,1999,9,campomaioren,braga,1,0,0,-1.258810932,0.9276363612,0.768341356,-1.951491914,2.7861633813999997,-0.09765800599999999,-0.184802899,1.321011997,-1.046853895,1.0127317295,-1.17244351,-1.437350549,-0.930634868,-1.20266782,-1.674376139,-1.110918004,-0.6565036879999999,0.9331544384,0.1323361024,-0.157687623,-0.09477044400000001,0.2124386741,-0.22837259699999998,1.058266303,-0.09690046199999999,0.6740803157999999,-0.49601297,-0.19047233,-0.442374951,-1.352964541,-1.478005368,-0.428816265,0.6296941050791516,0.37030589492084837
31,1999,9,amadora,farense,1,0,0,0.7029703634000001,-1.143148968,0.0993383493,2.2704994855000002,-1.549429339,-1.343720676,0.0751124934,0.10717860119999999,1.3414886928,-1.682145391,0.4906379967,2.1369726851,-0.1457924,1.2102671878,0.9450990754,0.3596661986,-0.6565036879999999,-1.1335405109999999,1.5315727208,-1.2949649909999998,-0.09477044400000001,1.2522464414,-0.504000123,1.6700328358,-0.09690046199999999,1.5644873192,-0.9652597909999999,-1.3720860480000001,-1.202803123,-0.538437285,-0.015886695,-1.145792298,0.30781780511275414,0.6921821948872459
32,1999,9,coimbra,guimaraes,0,1,0,-0.622557539,-0.14917201,0.768341356,-0.895994064,1.3409658079,-0.09765800599999999,0.0751124934,1.927928695,0.1473173988,2.6296580018,-0.699977173,-0.643056497,-0.930634868,0.8081113531999999,0.0719406705,-0.736063207,-0.6565036879999999,-1.1335405109999999,1.5315727208,-1.2949649909999998,-1.543657216,2.2920542087,0.8317332758,0.7401477059999999,-1.128011838,1.1192838175,-0.9652597909999999,-1.765957288,1.0784813920999998,-0.538437285,-0.30831043,-1.145792298,0.8067644418097428,0.19323555819025715
33,1999,9,benfica,leiria,0,1,0,1.3922448724,-1.143148968,-0.625414908,1.2150016356,-0.10423176599999999,-1.343720676,1.4396683044,-1.106654795,1.7395457908,-0.604194543,1.1898881756,1.342678633,-0.930634868,0.0037996839,0.0719406705,1.0805408077,1.3278708448999998,-0.141526935,-1.266900516,0.9795897454000001,-0.09477044400000001,-0.8273690929999999,0.556105749,-1.388799828,1.4497666022,-1.1067336909999999,1.3809743133,0.9911413879000001,-0.442374951,1.0906172269,0.8613845084,1.3779633398,0.4146361412470334,0.5853638587529666
34,1999,9,sporting,madeira,1,0,0,1.3922448724,0.9276363612,-2.019171172,1.2150016356,-0.10423176599999999,-1.343720676,1.4396683044,-1.39797481,0.9434315948,-1.682145391,1.6623545127000001,1.342678633,1.4238925356,1.2102671878,1.8182574802,1.8014154169,-1.283148277,0.9331544384,0.8039696792000001,-1.2949649909999998,1.3541163271,0.2124386741,-0.22837259699999998,0.44649977020000003,-0.61245615,0.22887681420000003,-1.209268137,-0.978214809,1.0784813920999998,-0.131173657,-0.8931578990000001,-1.145792298,0.17995796582952572,0.8200420341704743
35,1999,9,fcporto,salgueiros,1,0,0,1.3922448724,-1.143148968,-0.625414908,1.2150016356,-1.549429339,-0.09765800599999999,1.9811587056,-0.791058112,0.9434315948,-1.143169967,1.1898881756,0.945531607,-0.1457924,0.0037996839,0.9450990754,1.0805408077,-0.6565036879999999,2.9998493880000003,-1.266900516,-1.2949649909999998,2.8030030986,-0.8273690929999999,0.3016803396,-0.165266763,-0.61245615,-0.6615301889999999,-0.026766149,-0.58434357,-0.442374951,-0.9457009129999999,-0.8931578990000001,0.31683881010000003,0.23705024936125163,0.7629497506387484
36,1999,10,madeira,amadora,0,1,0,-1.3648531640000001,0.5134792953,1.1028428594,-0.895994064,-0.10423176599999999,1.1484046627,-0.46637790799999995,0.5684352916,0.1473173988,0.47375630539999997,-1.323632738,-1.040203523,-0.930634868,0.0037996839,-0.8012177340000001,-1.28392791,0.9623281679000001,-1.2988761070000001,-0.147511221,-1.2949649909999998,-0.09477044400000001,1.2522464414,0.19566975239999998,0.0549691893,-1.643567526,1.5644873192,0.7240287642000001,-1.3720860480000001,1.0784813920999998,1.0906172269,0.8613845084,0.5749501821,0.5167336111389096,0.4832663888610904
37,1999,10,farense,ave,0,0,1,-0.781620887,-1.308811795,1.7160956156,0.1595037858,-1.549429339,1.1484046627,-0.46637790799999995,1.6608853478999999,-0.648796797,1.0127317295,-1.11574755,-0.24590947100000002,-0.930634868,-1.604823654,-0.8012177340000001,-1.28392791,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-0.09477044400000001,0.2124386741,-0.737223415,0.5933237381,-0.61245615,0.6740803157999999,-0.7400213170000001,-0.19047233,-0.442374951,-0.131173657,-0.600734164,-0.686927637,0.6654100441109545,0.33458995588904555
38,1999,10,salgueiros,benfica,0,1,0,-0.781620887,2.4186017984,-0.79266566,0.1595037858,1.3409658079,-1.343720676,0.2483894218,0.5684352916,0.9434315948,0.47375630539999997,-0.28420679600000004,0.548384581,-0.930634868,-0.800511985,-1.092270536,-0.015188598000000001,0.9623281679000001,-0.389530329,-0.763175333,0.9795897454000001,-1.543657216,0.2124386741,0.9165417456,-1.290917183,0.4186552263,-1.1067336909999999,0.9304973653,0.5972701485,-0.442374951,-0.9457009129999999,0.2765370393,0.8904196368999999,0.7995755027952232,0.2004244972047768
39,1999,10,beiramar,campomaioren,1,0,0,-1.3648531640000001,1.4246248402000001,0.43383985270000003,-0.895994064,1.3409658079,-0.09765800599999999,-1.419401014,0.0343485975,-1.046853895,-0.065219119,-1.11574755,-0.643056497,-0.1457924,-0.398356151,-1.092270536,-0.966743082,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-1.543657216,1.2522464414,-0.03755354,0.8869716738,0.9342109142,1.1192838175,-0.7400213170000001,-0.58434357,1.0784813920999998,-0.131173657,-0.8931578990000001,-0.686927637,0.6360951854137054,0.36390481458629464
40,1999,10,boavistapor,chaves,1,0,0,1.6043293368,0.5134792953,-2.019171172,2.2704994855000002,-1.549429339,-1.343720676,0.2483894218,-2.126274847,0.1473173988,-1.682145391,1.8135437406000001,2.1369726851,1.4238925356,2.014578857,1.8182574802,1.9167553543,-0.238740628,0.5198154485,-0.147511221,-1.2949649909999998,-0.09477044400000001,1.2522464414,0.19566975239999998,0.8869716738,-0.09690046199999999,2.4548943225,-0.12061551300000001,-1.3720860480000001,-0.442374951,-0.9457009129999999,-0.600734164,-0.055988727,0.31509586769145415,0.6849041323085459
41,1999,10,alverca,coimbra,1,0,0,-1.3648531640000001,3.3297473434,-0.79266566,-0.895994064,1.3409658079,-0.09765800599999999,-0.704633684,0.3013919445,-1.046853895,1.0127317295,-0.699977173,-0.643056497,-0.1457924,0.4059555186,-0.21911213100000002,-0.332373426,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-1.543657216,1.2522464414,-0.03755354,1.6945034971000001,-0.09690046199999999,0.6740803157999999,-0.7400213170000001,-0.58434357,-0.442374951,-0.131173657,0.2765370393,-0.686927637,0.6448616453814537,0.35513835461854626
42,1999,10,braga,fcporto,0,1,0,-0.781620887,0.5134792953,0.43383985270000003,-0.895994064,1.3409658079,-0.09765800599999999,-0.46637790799999995,1.1267986537,-0.250739699,1.0127317295,-0.699977173,-0.643056497,-0.930634868,-1.20266782,-1.383323337,-0.649558254,1.5367523746,-1.2988761070000001,-0.763175333,0.9795897454000001,-0.09477044400000001,-0.8273690929999999,2.3158814971,-0.752562634,2.480877978,-0.216326687,1.3434345676,0.9911413879000001,1.0784813920999998,-0.131173657,0.8613845084,1.2058890917,0.863866582750703,0.13613341724929695
43,1999,10,leiria,setubal,0,0,1,1.0210970599,0.5134792953,-1.405918416,1.2150016356,-0.10423176599999999,-1.343720676,0.2483894218,-1.567911485,-0.250739699,-1.143169967,1.1898881756,1.342678633,-0.1457924,0.4059555186,1.236151877,1.2535507139,-0.813164835,0.5198154485,0.4681528908,-0.157687623,-0.09477044400000001,0.2124386741,-0.970446707,0.8869716738,-1.128011838,0.6740803157999999,-0.7400213170000001,-0.19047233,-1.202803123,-0.538437285,-0.015886695,-0.686927637,0.3944203149287503,0.6055796850712497
44,1999,10,guimaraes,sporting,0,1,0,-0.781620887,-0.39766625,1.1028428594,0.1595037858,-0.10423176599999999,-0.09765800599999999,0.7465605909,0.5684352916,2.1376028888,-0.065219119,-0.907862361,0.151237555,-0.1457924,0.0037996839,-0.8012177340000001,-0.966743082,1.5367523746,0.5198154485,-1.9945035580000001,0.9795897454000001,1.3541163271,-1.86717686,1.3829883294,-1.560094457,1.4497666022,-0.6615301889999999,1.7563717699,1.3850126272,1.0784813920999998,1.0906172269,1.7386557121000001,1.8655070426,0.6834789416692668,0.31652105833073313
45,1999,11,sporting,alverca,1,0,0,1.2331815242,1.0932991875,-2.019171172,1.4261012056,-0.39327128,-1.343720676,1.2663913759999998,-1.4708048130000002,0.9434315948,-1.789940476,1.5678612453,1.5015374434,-0.1457924,1.2102671878,1.236151877,1.7149104638,-0.9176056,2.751845994,-0.875114263,-1.2949649909999998,3.0927804529,-1.035330647,-0.504000123,0.2507344797,-0.09690046199999999,-0.305367388,-0.36462386,-0.505569322,1.0784813920999998,1.0906172269,0.2765370393,-0.055988727,0.12595467613190248,0.8740453238680975
